mid throughput (num-points/sec),mid throughput (num-reads/sec),mid throughput (num-writes/sec),mid throughput (est-FLOPS),mid elapsed time (sec),mid num-steps-done,best throughput (num-points/sec),best throughput (num-reads/sec),best throughput (num-writes/sec),best throughput (est-FLOPS),best elapsed time (sec),best num-steps-done,yask version,target,stencil name,stencil description,element size,invocation,binary invocation,num MPI ranks,num ranks,num OpenMP threads,num threads per region,num threads per block,total overall allocation,global-domain size,local-domain size,region size,block size,mini-block size,sub-block size,cluster size,vector size,num regions per local-domain per step,num blocks per region per step,num mini-blocks per block per step,num sub-blocks per mini-block per step,extra padding,minimum padding,L1 prefetch distance,L2 prefetch distance,num temporal block steps,num wave front steps,model name,CPU(s),core(s) per socket,socket(s),NUMA node(s),MemTotal,MemFree,ShMem,Linux kernel,MPI node(s),log file
68041300,3470110000,68041300,4150520000,10.202,331,68071300,3471640000,68071300,4152350000,10.1975,331,"3.05.06","aarch64","iso3dfd","iso3dfd radius 8",4,"./bin/yask.sh -mpi_cmd 'mpirun -np 8 --hostfile bf2hosts -mca btl vader,self' -g 128 -no-use_shm -stencil iso3dfd -arch aarch64","./bin/yask_kernel.iso3dfd.aarch64.exe -g 128 -no-use_shm",8,"x=2 * y=2 * z=2",1,1,1,45060246.7328,"x=128 * y=128 * z=128","x=64 * y=64 * z=64","t=0 * x=64 * y=64 * z=64","t=0 * x=48 * y=64 * z=112","t=0 * x=48 * y=64 * z=112","x=1 * y=64 * z=112","x=1 * y=1 * z=1","x=1 * y=1 * z=1",1,2,1,48,"x=1, y=1, z=1","x=0, y=0, z=0",0,0,0,0,"Cortex-A72",8,8,1,1,16734449664,11603832832,0,"5.4.0-1008-bluefield","","logs/yask.iso3dfd.aarch64.thor-bf17.hpcadvisorycouncil.com.2021-09-28_20-11_p1186003.log"
