mid throughput (num-points/sec),mid throughput (num-reads/sec),mid throughput (num-writes/sec),mid throughput (est-FLOPS),mid elapsed time (sec),mid num-steps-done,best throughput (num-points/sec),best throughput (num-reads/sec),best throughput (num-writes/sec),best throughput (est-FLOPS),best elapsed time (sec),best num-steps-done,yask version,target,stencil name,stencil description,element size,invocation,binary invocation,num MPI ranks,num ranks,num OpenMP threads,num threads per region,num threads per block,total overall allocation,global-domain size,local-domain size,region size,block size,mini-block size,sub-block size,cluster size,vector size,num regions per local-domain per step,num blocks per region per step,num mini-blocks per block per step,num sub-blocks per mini-block per step,extra padding,minimum padding,L1 prefetch distance,L2 prefetch distance,num temporal block steps,num wave front steps,model name,CPU(s),core(s) per socket,socket(s),NUMA node(s),MemTotal,MemFree,ShMem,Linux kernel,MPI node(s),log file
5568340,283986000,5568340,339669000,9.90835,13470,5601760,285690000,5601760,341708000,9.84924,13470,"3.05.06","aarch64","iso3dfd","iso3dfd radius 8",4,"./bin/yask.sh -mpi_cmd 'mpirun -v -np 8 --hostfile bf2hosts -mca btl vader,self' -g 16 -no-use_shm -stencil iso3dfd -arch aarch64","./bin/yask_kernel.iso3dfd.aarch64.exe -g 16 -no-use_shm",8,"x=2 * y=2 * z=2",1,1,1,1206397.17376,"x=16 * y=16 * z=16","x=8 * y=8 * z=8","t=0 * x=8 * y=8 * z=8","t=0 * x=48 * y=64 * z=112","t=0 * x=48 * y=64 * z=112","x=1 * y=64 * z=112","x=1 * y=1 * z=1","x=1 * y=1 * z=1",1,1,1,48,"x=1, y=1, z=1","x=0, y=0, z=0",0,0,0,0,"Cortex-A72",8,8,1,1,16734449664,11567820800,0,"5.4.0-1008-bluefield","","logs/yask.iso3dfd.aarch64.thor-bf17.hpcadvisorycouncil.com.2021-09-29_08-02_p1192025.log"
96217200,4907080000,96217200,5869250000,11.1596,8,96223000,4907370000,96223000,5869600000,11.1589,8,"3.05.06","aarch64","iso3dfd","iso3dfd radius 8",4,"./bin/yask.sh -mpi_cmd 'mpirun -v -np 8 --hostfile bf2hosts -mca btl vader,self' -g 512 -no-use_shm -stencil iso3dfd -arch aarch64","./bin/yask_kernel.iso3dfd.aarch64.exe -g 512 -no-use_shm",8,"x=2 * y=2 * z=2",1,1,1,1873024500.36736,"x=512 * y=512 * z=512","x=256 * y=256 * z=256","t=0 * x=256 * y=256 * z=256","t=0 * x=48 * y=64 * z=112","t=0 * x=48 * y=64 * z=112","x=1 * y=64 * z=112","x=1 * y=1 * z=1","x=1 * y=1 * z=1",1,72,1,48,"x=1, y=1, z=1","x=0, y=0, z=0",0,0,0,0,"Cortex-A72",8,8,1,1,16734449664,11566936064,0,"5.4.0-1008-bluefield","","logs/yask.iso3dfd.aarch64.thor-bf17.hpcadvisorycouncil.com.2021-09-29_08-02_p1192098.log"
