mid throughput (num-points/sec),mid throughput (num-reads/sec),mid throughput (num-writes/sec),mid throughput (est-FLOPS),mid elapsed time (sec),mid num-steps-done,best throughput (num-points/sec),best throughput (num-reads/sec),best throughput (num-writes/sec),best throughput (est-FLOPS),best elapsed time (sec),best num-steps-done,yask version,target,stencil name,stencil description,element size,invocation,binary invocation,num MPI ranks,num ranks,num OpenMP threads,num threads per region,num threads per block,total overall allocation,global-domain size,local-domain size,region size,block size,mini-block size,sub-block size,cluster size,vector size,num regions per local-domain per step,num blocks per region per step,num mini-blocks per block per step,num sub-blocks per mini-block per step,extra padding,minimum padding,L1 prefetch distance,L2 prefetch distance,num temporal block steps,num wave front steps,model name,CPU(s),core(s) per socket,socket(s),NUMA node(s),MemTotal,MemFree,ShMem,Linux kernel,MPI node(s),log file
446973000,22795600000,446973000,27265400000,10.2096,34,447087000,22801500000,447087000,27272300000,10.207,34,"3.05.06","intel64","iso3dfd","iso3dfd radius 8",4,"./bin/yask.sh -mpi_cmd 'mpirun -v -np 8 --hostfile thorhosts -mca btl vader,self' -g 512 -no-use_shm -stencil iso3dfd -arch intel64","./bin/yask_kernel.iso3dfd.intel64.exe -g 512 -no-use_shm",8,"x=2 * y=2 * z=2",1,1,1,1873024500.36736,"x=512 * y=512 * z=512","x=256 * y=256 * z=256","t=0 * x=256 * y=256 * z=256","t=0 * x=48 * y=64 * z=112","t=0 * x=48 * y=64 * z=112","x=1 * y=64 * z=112","x=1 * y=1 * z=1","x=1 * y=1 * z=1",1,72,1,48,"x=1, y=1, z=1","x=0, y=0, z=0",0,0,0,0,"Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz",32,16,2,2,270363856896,262881431552,0,"4.18.0-305.10.2.el8_4.x86_64","","logs/yask.iso3dfd.intel64.thor017.hpcadvisorycouncil.com.2021-09-29_19-07_p2234030.log"
